date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:37	5337/5337	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:38%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard21/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard21/index.html	(from http://www.qub.ac.uk/cite2write/harvard3g.html)
00:27:41	5337/5337	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:42%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard22/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard22/index.html	(from http://www.qub.ac.uk/cite2write/harvard3h.html)
00:27:41	5337/5337	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:42%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard23/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard23/index.html	(from http://www.qub.ac.uk/cite2write/harvard3i.html)
00:27:42	5337/5337	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:43%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard24/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard24/index.html	(from http://www.qub.ac.uk/cite2write/harvard3j.html)
00:27:42	924/924	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/dev/quiz/quizV2.swf	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/quiz/quizV2.a6.delayed	(from http://www.qub.ac.uk/cite2write/harvard3k.html)
00:27:43	5337/5337	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:44%20GMT	http://www.qub.ac.uk/cite2write/dev/vancouver/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/vancouver/index.html	(from http://www.qub.ac.uk/cite2write/vancouver.html)
00:27:44	5332/5332	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:45%20GMT	http://www.qub.ac.uk/cite2write/dev/mhra/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/mhra/index.html	(from http://www.qub.ac.uk/cite2write/mhra.html)
00:27:46	5334/5334	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:47%20GMT	http://www.qub.ac.uk/cite2write/dev/oscola/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/oscola/index.html	(from http://www.qub.ac.uk/cite2write/oscola.html)
00:27:47	1378/1378	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:48%20GMT	http://www.qub.ac.uk/cite2write/dev/glossary/multiscreen.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/glossary/multiscreen.html	(from http://www.qub.ac.uk/cite2write/glossary.html)
00:27:49	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/introduction2.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/introduction2.ad.delayed	(from http://www.qub.ac.uk/cite2write/introduction2.html)
00:27:50	33422/33422	---M-Z	200	added ('OK')	application/octet-stream-unknown	etag:%22828e-5a9c5aecee780-gzip%22	https://www.qub.ac.uk/cite2write/APA%20referencing.docx	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/APA%20referencing.docx	(from https://www.qub.ac.uk/cite2write/other.html)
00:27:50	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/introduction3.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/introduction3.af.delayed	(from http://www.qub.ac.uk/cite2write/introduction3.html)
00:27:51	924/924	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/dev/introduction%20drag%20and%20drop/plagiarismDragAndDrop.swf	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/introduction%20drag%20and%20drop/plagiarismDragAndDrop.b0.delayed	(from http://www.qub.ac.uk/cite2write/introduction3.html)
00:27:53	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/introduction4.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/introduction4.b1.delayed	(from http://www.qub.ac.uk/cite2write/introduction4.html)
00:27:54	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/introduction5.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/introduction5.b3.delayed	(from http://www.qub.ac.uk/cite2write/introduction5.html)
00:27:54	51479/51479	---M--	200	added ('OK')	image/png	etag:%22c917-5a9c5b3475040%22	http://www.qub.ac.uk/cite2write/images/studying.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/studying.png	(from http://www.qub.ac.uk/cite2write/introduction2.html)
00:27:55	13389/13389	---M--	200	added ('OK')	image/png	etag:%22344d-5a9c5b3380e00%22	http://www.qub.ac.uk/cite2write/images/faq.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/faq.png	(from http://www.qub.ac.uk/cite2write/introduction4.html)
00:27:55	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/introduction6.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/introduction6.b5.delayed	(from http://www.qub.ac.uk/cite2write/introduction6.html)
00:27:56	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/introduction7.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/introduction7.b7.delayed	(from http://www.qub.ac.uk/cite2write/introduction7.html)
00:27:56	924/924	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/media/self-evaluation.swf	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/media/self-evaluation.b8.delayed	(from http://www.qub.ac.uk/cite2write/introduction7.html)
00:27:57	13915/13915	---M--	200	added ('OK')	image/png	etag:%22365b-5a9c5b3380e00%22	http://www.qub.ac.uk/cite2write/images/exclamation.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/exclamation.png	(from http://www.qub.ac.uk/cite2write/introduction6.html)
00:27:57	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/introduction8.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/introduction8.b9.delayed	(from http://www.qub.ac.uk/cite2write/introduction8.html)
00:27:58	1381/1381	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:59%20GMT	http://www.qub.ac.uk/cite2write/dev/introduction%20quiz/quiz/multiscreen.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/introduction%20quiz/quiz/multiscreen.html	(from http://www.qub.ac.uk/cite2write/introduction8.html)
00:27:58	5336/5336	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:57:59%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard3/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard3/index.html	(from http://www.qub.ac.uk/cite2write/harvard2a.html)
00:27:59	5336/5336	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:58:00%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard4/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard4/index.html	(from http://www.qub.ac.uk/cite2write/harvard2b.html)
00:27:59	5336/5336	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:58:00%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard5/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard5/index.html	(from http://www.qub.ac.uk/cite2write/harvard2c.html)
00:28:00	5336/5336	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:58:01%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard6/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard6/index.html	(from http://www.qub.ac.uk/cite2write/harvard2d.html)
00:28:00	57140/57140	---M--	200	added ('OK')	image/png	etag:%22df34-5a9c5b3380e00%22	http://www.qub.ac.uk/cite2write/images/plagiarismHumour.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/plagiarismHumour.png	(from http://www.qub.ac.uk/cite2write/introduction5.html)
00:28:06	417680/417680	---M--	200	added ('OK')	application/pdf	etag:%2265f90-5a9c5aede29c0%22	http://www.qub.ac.uk/cite2write/harvard.pdf	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard.pdf	(from http://www.qub.ac.uk/cite2write/harvard4.html)
00:28:07	5336/5336	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:58:08%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard7/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard7/index.html	(from http://www.qub.ac.uk/cite2write/harvard2e.html)
00:28:08	5336/5336	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:58:09%20GMT	http://www.qub.ac.uk/cite2write/dev/harvard8/index.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/harvard8/index.html	(from http://www.qub.ac.uk/cite2write/harvard2f.html)
